metatranscriptomics_name	kraken2_taxonomy
k141_105871	Actinomycetia (taxid 1760)
k141_237751	Streptomyces (taxid 1883)
k141_199784	Pseudomonas lundensis (taxid 86185)
k141_143475	Serratia sp. FDAARGOS_506 (taxid 2420306)
k141_86612	Lactobacillus salivarius UCC118 (taxid 362948)
k141_162645	Pseudomonas psychrophila (taxid 122355)
k141_10441	Hungateiclostridium clariflavum DSM 19732 (taxid 720554)
k141_67845	Pluralibacter gergoviae (taxid 61647)
k141_256894	Vibrio campbellii ATCC BAA-1116 (taxid 338187)
k141_48555	Vibrio (taxid 662)
k141_218834	Bacteroides ovatus (taxid 28116)
k141_30282	Pluralibacter gergoviae (taxid 61647)
k141_86614	Comamonadaceae (taxid 80864)
k141_124142	Lactobacillus amylovorus GRL 1112 (taxid 695560)
k141_105879	Pseudomonas fragi (taxid 296)
k141_10444	Pseudomonas sp. XWY-1 (taxid 2069256)
k141_256896	Pseudomonas mendocina (taxid 300)
k141_218837	Pseudomonas vancouverensis (taxid 95300)
k141_237764	Vibrio cincinnatiensis (taxid 675)
k141_180561	Pseudomonas simiae (taxid 321846)
k141_30285	Vibrio parahaemolyticus (taxid 670)
k141_67853	Paraburkholderia sprentiae WSM5005 (taxid 754502)
k141_237766	Limosilactobacillus frumenti (taxid 104955)
k141_124144	Enterobacteriaceae (taxid 543)
k141_256902	Vibrio campbellii (taxid 680)
k141_48556	Achromobacter xylosoxidans (taxid 85698)
k141_143489	Acinetobacter piscicola (taxid 2006115)
k141_67860	Morganellaceae (taxid 1903414)
k141_256904	Stenotrophomonas maltophilia (taxid 40324)
k141_105883	Pseudomonas mendocina S5.2 (taxid 1225174)
k141_143490	Lactobacillus salivarius UCC118 (taxid 362948)
k141_180568	Vibrio (taxid 662)
k141_199800	Pseudomonas sp. HLS-6 (taxid 2049589)
k141_218851	Pluralibacter gergoviae (taxid 61647)
k141_237769	Pseudomonas veronii (taxid 76761)
k141_86626	Achromobacter deleyi (taxid 1353891)
k141_30301	Streptomyces sp. ICC1 (taxid 2099583)
k141_162665	Aeromicrobium erythreum (taxid 2041)
k141_180573	Hydrogenophaga sp. BPS33 (taxid 2651974)
k141_10459	Pluralibacter gergoviae (taxid 61647)
k141_199807	Pseudomonas protegens (taxid 380021)
k141_143495	Pseudomonas putida NBRC 14164 (taxid 1211579)
k141_48564	Hydrogenophaga sp. BPS33 (taxid 2651974)
k141_218858	Acinetobacter equi (taxid 1324350)
k141_256912	Acinetobacter sp. Marseille-Q1620 (taxid 2714110)
k141_10462	Achromobacter xylosoxidans A8 (taxid 762376)
k141_237777	Paraburkholderia fungorum (taxid 134537)
k141_67867	Pseudomonas mendocina S5.2 (taxid 1225174)
k141_162672	Leuconostoc citreum (taxid 33964)
k141_143499	Paraburkholderia fungorum (taxid 134537)
k141_10465	Keratinibaculum paraultunense (taxid 1278232)
k141_86629	Enterobacteriaceae (taxid 543)
k141_48565	Pseudomonas mendocina (taxid 300)
k141_180585	Hydrogenophaga sp. PBL-H3 (taxid 434010)
k141_30312	Pseudomonas extremorientalis (taxid 169669)
k141_162677	Pseudomonas mendocina (taxid 300)
k141_256920	Pseudomonas sp. B11D7D (taxid 2735906)
k141_143503	Stenotrophomonas maltophilia (taxid 40324)
k141_86631	Pseudomonas fragi (taxid 296)
k141_10467	Lactobacillus mucosae LM1 (taxid 1130798)
k141_218870	Aeromicrobium erythreum (taxid 2041)
k141_67870	Pseudomonas mendocina NK-01 (taxid 1001585)
k141_199821	Bosea sp. AS-1 (taxid 2015316)
k141_237789	Marinobacter sp. BSs20148 (taxid 490759)
k141_256925	Serratia sp. JKS000199 (taxid 1938820)
k141_10468	Acinetobacter wuhouensis (taxid 1879050)
k141_30316	Pseudomonas sp. SXM-1 (taxid 2169583)
k141_180593	Paraburkholderia fungorum (taxid 134537)
k141_256926	Pseudomonas sp. AN-B15 (taxid 2697023)
k141_162684	Pseudomonas putida H8234 (taxid 1331671)
k141_256927	Latilactobacillus curvatus (taxid 28038)
k141_67875	Serratia (taxid 613)
k141_10473	Hydrogenophaga sp. BA0156 (taxid 2716225)
k141_237792	Pseudomonas protegens Cab57 (taxid 1420599)
k141_162689	Lactobacillus crispatus ST1 (taxid 748671)
k141_48579	Pseudomonas psychrophila (taxid 122355)
k141_30328	Delftia acidovorans (taxid 80866)
k141_256934	Limosilactobacillus mucosae (taxid 97478)
k141_218887	Pseudomonas fragi (taxid 296)
k141_237798	Lactobacillus crispatus ST1 (taxid 748671)
k141_67883	Streptococcus equinus (taxid 1335)
k141_199841	Pseudomonas sp. Seg1 (taxid 2678259)
k141_218891	Streptococcus equinus (taxid 1335)
k141_162701	Pseudomonas sp. R5-89-07 (taxid 658644)
k141_105887	Pseudomonas sp. HLS-6 (taxid 2049589)
k141_256936	Achromobacter deleyi (taxid 1353891)
k141_162702	Pseudomonas sp. OST1909 (taxid 2777367)
k141_237802	Pseudomonas fragi (taxid 296)
k141_48585	Enterobacteriaceae (taxid 543)
k141_10490	Saccharothrix espanaensis DSM 44229 (taxid 1179773)
k141_199842	Pseudomonas psychrophila (taxid 122355)
k141_48586	Pseudomonas mendocina (taxid 300)
k141_10491	Pseudomonas psychrophila (taxid 122355)
k141_256938	Paraburkholderia fungorum (taxid 134537)
k141_143520	Pluralibacter gergoviae (taxid 61647)
k141_105890	Pseudomonas lundensis (taxid 86185)
k141_86647	Lactobacillus amylovorus DSM 20531 (taxid 1423723)
k141_48587	Chryseoglobus indicus (taxid 2750620)
k141_199846	Vibrio vulnificus (taxid 672)
k141_67892	Pluralibacter gergoviae (taxid 61647)
k141_218900	Streptococcus equinus (taxid 1335)
k141_237810	Hydrogenophaga sp. BPS33 (taxid 2651974)
k141_162709	Streptococcus equinus (taxid 1335)
k141_30340	Pluralibacter gergoviae (taxid 61647)
k141_67895	Pseudomonas protegens (taxid 380021)
k141_10503	Pseudomonas psychrophila (taxid 122355)
k141_143529	Achromobacter xylosoxidans (taxid 85698)
k141_199857	Vibrio hyugaensis (taxid 1534743)
k141_218906	Pseudomonas sp. AN-B15 (taxid 2697023)
k141_48592	Pseudomonas fragi (taxid 296)
k141_237817	Pseudomonas mendocina (taxid 300)
k141_67898	Pseudomonas mendocina (taxid 300)
k141_218908	Ralstonia pickettii 12D (taxid 428406)
k141_199859	Moritella sp. 28 (taxid 2746232)
k141_48594	Hydrogenophaga sp. BA0156 (taxid 2716225)
k141_67899	Paraburkholderia fungorum (taxid 134537)
k141_143533	Pseudomonas sp. (taxid 306)
k141_237819	Pseudomonas fragi (taxid 296)
k141_162729	Pseudoalteromonas aliena SW19 (taxid 1314866)
k141_67900	Lactiplantibacillus plantarum (taxid 1590)
k141_10506	Enterobacteriaceae (taxid 543)
k141_256950	Pseudomonas mendocina S5.2 (taxid 1225174)
k141_86666	Pseudomonas fragi (taxid 296)
k141_48596	Hydrogenophaga sp. BPS33 (taxid 2651974)
k141_67904	Lactobacillaceae (taxid 33958)
k141_218920	Stenotrophomonas maltophilia (taxid 40324)
k141_256951	Streptococcus equinus (taxid 1335)
k141_162734	Thermotoga sp. 2812B (taxid 1157948)
k141_67905	Pseudomonas azotoformans (taxid 47878)
k141_143534	Pseudomonas fluorescens WH6 (taxid 746360)
k141_48599	Pluralibacter gergoviae (taxid 61647)
k141_105927	Ralstonia pickettii 12J (taxid 402626)
k141_256958	Delftia acidovorans (taxid 80866)
k141_67908	Paraburkholderia fungorum (taxid 134537)
k141_256959	Acinetobacter sp. 10FS3-1 (taxid 2563897)
k141_30344	Pseudomonas lundensis (taxid 86185)
k141_48602	Lactiplantibacillus plantarum (taxid 1590)
k141_199879	Lactobacillus gasseri (taxid 1596)
k141_237842	Terrabacteria group (taxid 1783272)
k141_143541	Lactobacillus crispatus (taxid 47770)
k141_256963	Pluralibacter gergoviae (taxid 61647)
k141_237843	Streptococcus equinus (taxid 1335)
k141_218934	Pluralibacter gergoviae (taxid 61647)
k141_162746	Hydrogenophaga sp. PBL-H3 (taxid 434010)
k141_105939	Hydrogenophaga sp. YM1 (taxid 2806262)
k141_256967	Vibrio cyclitrophicus (taxid 47951)
k141_143543	Lactiplantibacillus plantarum (taxid 1590)
k141_10507	Dietzia psychralcaliphila (taxid 139021)
k141_180598	Rhodoferax sp. BAB1 (taxid 2741720)
k141_86668	Rhodoferax sp. BAB1 (taxid 2741720)
k141_199888	Lacticaseibacillus rhamnosus (taxid 47715)
k141_30357	Ligilactobacillus salivarius (taxid 1624)
k141_143545	Achromobacter deleyi (taxid 1353891)
k141_48613	Hydrogenophaga sp. BPS33 (taxid 2651974)
k141_218942	Vibrionaceae (taxid 641)
k141_143549	Serratia (taxid 613)
k141_48618	Lactobacillus amylovorus (taxid 1604)
k141_86669	Pseudomonas sp. S34 (taxid 1573718)
k141_143551	Paraburkholderia dokdonella (taxid 2211211)
k141_30368	Pseudomonas putida S12 (taxid 1215087)
k141_180602	Dietzia sp. oral taxon 368 (taxid 712270)
k141_30369	Permianibacter aggregans (taxid 1510150)
k141_67921	Pseudomonas mendocina (taxid 300)
k141_86673	Pseudomonas putida S13.1.2 (taxid 1384061)
k141_105954	Hydrogenophaga sp. PBL-H3 (taxid 434010)
k141_180603	Vibrionaceae (taxid 641)
k141_199897	Pseudomonas sp. SK (taxid 2729423)
k141_256981	Pseudomonas orientalis (taxid 76758)
k141_105956	Pseudomonas putida (taxid 303)
k141_237859	Achromobacter deleyi (taxid 1353891)
k141_86674	Pseudomonas fragi (taxid 296)
k141_162769	Bacillaceae (taxid 186817)
k141_180605	Paraburkholderia fungorum (taxid 134537)
k141_218943	Lactobacillus mucosae LM1 (taxid 1130798)
k141_199902	Sphingopyxis sp. FD7 (taxid 1914525)
k141_10510	Pseudomonas sp. Ost2 (taxid 2678260)
k141_143564	Lactobacillus salivarius str. Ren (taxid 1194971)
k141_86679	Phreatobacter sp. NMCR1094 (taxid 2570229)
k141_10511	Serratia (taxid 613)
k141_67927	Vibrio sp. SM1977 (taxid 2662262)
k141_256982	Lactobacillus crispatus ST1 (taxid 748671)
k141_237867	Pseudomonas putida (taxid 303)
k141_30384	Pseudomonas putida H8234 (taxid 1331671)
k141_162774	Acinetobacter johnsonii (taxid 40214)
k141_86684	Streptococcus equinus (taxid 1335)
k141_180608	Pseudomonas lundensis (taxid 86185)
k141_218947	Pseudomonas fragi (taxid 296)
k141_237870	Pluralibacter gergoviae (taxid 61647)
k141_199909	Pseudomonas fragi (taxid 296)
k141_10517	Aeromicrobium erythreum (taxid 2041)
k141_67935	Pseudomonas lundensis (taxid 86185)
k141_218951	Lactobacillus mucosae LM1 (taxid 1130798)
k141_256985	Lactobacillus crispatus ST1 (taxid 748671)
k141_199911	Pseudomonas putida (taxid 303)
k141_180612	Stenotrophomonas maltophilia (taxid 40324)
k141_162783	Pseudomonas sp. 02C 26 (taxid 2054914)
k141_218952	Pseudomonas mendocina (taxid 300)
k141_10521	Pseudomonas psychrophila (taxid 122355)
k141_218953	Ligilactobacillus salivarius (taxid 1624)
k141_237878	Delftia (taxid 80865)
k141_10522	Paraburkholderia fungorum (taxid 134537)
k141_86696	Fusobacterium varium (taxid 856)
k141_162784	Hydrogenophaga sp. YM1 (taxid 2806262)
k141_30403	Paraburkholderia fungorum (taxid 134537)
k141_67945	Pseudomonas fluorescens WH6 (taxid 746360)
k141_218960	Lactobacillus amylovorus (taxid 1604)
k141_143577	Lactobacillus crispatus ST1 (taxid 748671)
k141_256986	Pseudomonas putida NBRC 14164 (taxid 1211579)
k141_30406	Pseudomonas putida (taxid 303)
k141_105960	Nocardioides sp. dk884 (taxid 2662361)
k141_256990	Leuconostoc citreum (taxid 33964)
k141_237886	Serratia marcescens (taxid 615)
k141_180617	Pseudomonas extremorientalis (taxid 169669)
k141_10532	Acinetobacter piscicola (taxid 2006115)
k141_199926	Thermotoga petrophila RKU-1 (taxid 390874)
k141_67950	Achromobacter xylosoxidans (taxid 85698)
k141_48667	Pseudomonas migulae (taxid 78543)
k141_86698	Pseudomonas psychrophila (taxid 122355)
k141_143578	Vibrionaceae (taxid 641)
k141_180618	Pseudomonas sp. ACM7 (taxid 2052956)
k141_105965	Achromobacter xylosoxidans (taxid 85698)
k141_86699	Phreatobacter cathodiphilus (taxid 1868589)
k141_237889	Shewanella oneidensis MR-1 (taxid 211586)
k141_30414	Pseudomonas mendocina (taxid 300)
k141_162796	Lactobacillus mucosae LM1 (taxid 1130798)
k141_237890	Pseudomonas fragi (taxid 296)
k141_180622	Pseudomonas fluorescens (taxid 294)
k141_86703	Pseudomonas poae (taxid 200451)
k141_218979	Acinetobacter piscicola (taxid 2006115)
k141_143583	Photobacterium damselae (taxid 38293)
k141_48671	unclassified Shewanella (taxid 196818)
k141_10542	Hyphomicrobiales (taxid 356)
k141_30415	Pseudomonas putida (taxid 303)
k141_199935	Pseudomonas protegens (taxid 380021)
k141_86704	Lactobacillus mucosae LM1 (taxid 1130798)
k141_256995	Pseudomonas tolaasii (taxid 29442)
k141_124149	Rhodoferax sp. BAB1 (taxid 2741720)
k141_10543	Pseudomonas viridiflava (taxid 33069)
k141_237893	Pseudomonas putida H8234 (taxid 1331671)
k141_180627	Pseudomonas sp. S35 (taxid 1573719)
k141_218980	Clavibacter michiganensis (taxid 28447)
k141_143586	Pseudomonas chlororaphis (taxid 587753)
k141_67953	Pseudomonas fragi (taxid 296)
k141_30419	Vibrio scophthalmi (taxid 45658)
k141_162806	Leptotrichia shahii (taxid 157691)
k141_180629	Pseudomonas fragi (taxid 296)
k141_86706	Pseudomonas putida B6-2 (taxid 1081940)
k141_48675	Pseudomonas mendocina S5.2 (taxid 1225174)
k141_143589	Hydrogenophaga sp. BPS33 (taxid 2651974)
k141_199936	Pseudomonas monteilii (taxid 76759)
k141_218993	Achromobacter deleyi (taxid 1353891)
k141_124151	Lactobacillus mucosae LM1 (taxid 1130798)
k141_86708	Lactobacillus mucosae LM1 (taxid 1130798)
k141_180633	Ralstonia pickettii 12D (taxid 428406)
k141_30422	Pseudomonas fragi (taxid 296)
k141_162811	Pseudomonas lundensis (taxid 86185)
k141_48679	Acinetobacter piscicola (taxid 2006115)
k141_30425	Pseudomonas putida NBRC 14164 (taxid 1211579)
k141_180636	Enterobacteriaceae (taxid 543)
k141_257001	Pseudomonas lundensis (taxid 86185)
k141_143594	Achromobacter xylosoxidans (taxid 85698)
k141_86715	Pseudomonas putida (taxid 303)
k141_162814	Moritella sp. 24 (taxid 2746230)
k141_180637	Pseudomonas putida DOT-T1E (taxid 1196325)
k141_237913	Photobacterium damselae subsp. damselae (taxid 85581)
k141_48690	Hydrogenophaga sp. RAC07 (taxid 1842537)
k141_199948	Pseudomonas fragi (taxid 296)
k141_10557	Pseudomonas fragi (taxid 296)
k141_48691	Thermotoga sp. RQ2 (taxid 126740)
k141_219008	Serratia (taxid 613)
k141_257006	Limosilactobacillus reuteri (taxid 1598)
k141_124167	Limosilactobacillus frumenti (taxid 104955)
k141_237917	Staphylococcus (taxid 1279)
k141_105968	Pseudomonas sp. HLS-6 (taxid 2049589)
k141_219010	Pantoea agglomerans (taxid 549)
k141_67969	Pseudomonas mendocina (taxid 300)
k141_48693	Serratia marcescens (taxid 615)
k141_180642	Pseudomonas azotoformans (taxid 47878)
k141_48694	Pseudomonas protegens Cab57 (taxid 1420599)
k141_199950	Serratia marcescens (taxid 615)
k141_143604	Pseudomonas putida H8234 (taxid 1331671)
k141_237919	Enterobacteriaceae (taxid 543)
k141_86723	Pluralibacter gergoviae (taxid 61647)
k141_162824	Pluralibacter gergoviae (taxid 61647)
k141_257014	Bacteria (taxid 2)
k141_105971	Pseudomonas mendocina (taxid 300)
k141_237920	Pseudomonas sp. CMR5c (taxid 658630)
k141_10568	Vibrio panuliri (taxid 1381081)
k141_162825	Vibrio (taxid 662)
k141_199956	Agromyces sp. G127AT (taxid 2781962)
k141_237922	Lactobacillus amylovorus (taxid 1604)
k141_86725	Grimontia hollisae (taxid 673)
k141_105972	Pseudomonas fragi (taxid 296)
k141_30432	Pluralibacter gergoviae (taxid 61647)
k141_124169	Pseudomonas mendocina NK-01 (taxid 1001585)
k141_67980	Lactobacillus crispatus (taxid 47770)
k141_105973	Dietzia psychralcaliphila (taxid 139021)
k141_67982	Pseudomonas protegens (taxid 380021)
k141_219030	Moritella sp. 24 (taxid 2746230)
k141_199962	Terrabacteria group (taxid 1783272)
k141_30435	Pseudomonas putida (taxid 303)
k141_105976	Enterobacteriaceae (taxid 543)
k141_199963	Acinetobacter piscicola (taxid 2006115)
k141_143613	Pseudomonas fluorescens WH6 (taxid 746360)
k141_237926	Hydrogenophaga sp. BPS33 (taxid 2651974)
k141_180652	Achromobacter xylosoxidans NH44784-1996 (taxid 1167634)
k141_10570	Lactobacillus salivarius str. Ren (taxid 1194971)
k141_30440	Serratia (taxid 613)
k141_199965	Photobacterium damselae subsp. damselae (taxid 85581)
k141_124177	Pluralibacter gergoviae (taxid 61647)
k141_237927	Acinetobacter defluvii (taxid 1871111)
k141_180653	Hydrogenophaga sp. BPS33 (taxid 2651974)
k141_30442	Vibrio ziniensis (taxid 2711221)
k141_105982	Serratia marcescens (taxid 615)
k141_199967	Serratia ureilytica (taxid 300181)
k141_67992	Pseudomonas putida S12 (taxid 1215087)
k141_143618	Ralstonia pickettii 12J (taxid 402626)
k141_237928	Lactobacillus mucosae LM1 (taxid 1130798)
k141_48695	Limosilactobacillus reuteri (taxid 1598)
k141_10577	Pseudomonas protegens (taxid 380021)
k141_257034	Pseudomonas yamanorum (taxid 515393)
k141_162829	Pseudomonas mendocina NK-01 (taxid 1001585)
k141_86746	Pseudomonas psychrophila (taxid 122355)
k141_143624	Pediococcus claussenii (taxid 187452)
k141_219043	Photobacterium damselae (taxid 38293)
k141_180658	Vibrio scophthalmi (taxid 45658)
k141_67998	Hungateiclostridium clariflavum DSM 19732 (taxid 720554)
k141_105987	Dietzia psychralcaliphila (taxid 139021)
k141_199976	Achromobacter xylosoxidans (taxid 85698)
k141_105988	Chryseoglobus indicus (taxid 2750620)
k141_237933	Hydrogenophaga sp. PBL-H3 (taxid 434010)
k141_48703	Pseudomonas migulae (taxid 78543)
k141_86752	Enterobacteriaceae (taxid 543)
k141_30449	unclassified Dietzia (taxid 2617939)
k141_68005	Pseudomonas putida NBRC 14164 (taxid 1211579)
k141_257040	Pseudomonas fragi (taxid 296)
k141_219052	Vibrio taketomensis (taxid 2572923)
k141_237936	Pseudomonas fragi (taxid 296)
k141_105991	Pseudomonas entomophila (taxid 312306)
k141_10585	Pseudomonas fluorescens group (taxid 136843)
k141_86753	Delftia acidovorans (taxid 80866)
k141_68008	Lactobacillus crispatus (taxid 47770)
k141_48707	Pseudomonas fluorescens WH6 (taxid 746360)
k141_143628	Enterobacteriaceae (taxid 543)
k141_10589	Paraburkholderia fungorum (taxid 134537)
k141_180667	Pseudomonas fluorescens WH6 (taxid 746360)
k141_48710	Hydrogenophaga sp. RAC07 (taxid 1842537)
k141_105994	Vibrio (taxid 662)
k141_86758	Acinetobacter (taxid 469)
k141_199977	Pseudomonas fragi (taxid 296)
k141_257047	Pseudomonas migulae (taxid 78543)
k141_162837	Enterobacteriaceae (taxid 543)
k141_219053	Pseudomonas mendocina S5.2 (taxid 1225174)
k141_237941	Achromobacter xylosoxidans A8 (taxid 762376)
k141_30450	Pseudomonas fluorescens (taxid 294)
k141_124189	Pseudomonas fragi (taxid 296)
k141_86760	Pseudomonas fragi (taxid 296)
k141_68011	Pseudomonas putida (taxid 303)
k141_48713	Limosilactobacillus fermentum (taxid 1613)
k141_143635	Pseudomonas putida H8234 (taxid 1331671)
k141_105996	Pseudomonas sp. HLS-6 (taxid 2049589)
k141_257051	Hungateiclostridium thermocellum ATCC 27405 (taxid 203119)
k141_219054	Vibrio mediterranei (taxid 689)
k141_162841	Acinetobacter piscicola (taxid 2006115)
k141_105997	Pseudomonas sp. CMR5c (taxid 658630)
k141_199979	Lactobacillus amylovorus DSM 20531 (taxid 1423723)
k141_237942	Mycobacteroides immunogenum (taxid 83262)
k141_124193	Pseudomonas fragi (taxid 296)
k141_68014	Pseudomonas fragi (taxid 296)
k141_257056	Photobacterium damselae (taxid 38293)
k141_30457	Vibrio nigripulchritudo (taxid 28173)
k141_124195	Clavibacter zhangzhiyongii (taxid 2768071)
k141_48724	Pseudomonas rhodesiae (taxid 76760)
k141_10604	Pseudomonas fragi (taxid 296)
k141_162842	Lactobacillus amylovorus DSM 20531 (taxid 1423723)
k141_68017	Paraburkholderia fungorum (taxid 134537)
k141_237949	Pseudomonas lundensis (taxid 86185)
k141_199988	Lactobacillus mucosae LM1 (taxid 1130798)
k141_48726	Enterobacteriaceae (taxid 543)
k141_162843	Pseudomonas fragi (taxid 296)
k141_143640	Hydrogenophaga sp. BPS33 (taxid 2651974)
k141_30458	Hydrogenophaga sp. BPS33 (taxid 2651974)
k141_124196	Lactobacillus amylovorus DSM 20531 (taxid 1423723)
k141_199991	Serratia marcescens (taxid 615)
k141_106010	Protaetiibacter intestinalis (taxid 2419774)
